Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781558717,100,,Aggregated,49.300000,0.500000,58,140,260,370,780,950,1400,1800,2300,2800,2800,1508,9,58,224.69055526061,2.2749620000013238,2811.6248889999724,2977.5444297082227
1781558718,100,,Aggregated,48.100000,0.300000,56,120,250,360,770,940,1400,1800,2300,2800,2800,1556,10,55,218.74647839910014,2.2749620000013238,2811.6248889999724,2999.2718508997427
1781558719,100,,Aggregated,49.300000,0.300000,54,120,230,330,770,930,1400,1700,2300,2800,2800,1607,10,54,213.10284694897325,2.2749620000013238,2811.6248889999724,3027.661481020535
1781558720,100,,Aggregated,48.600000,0.400000,54,110,220,320,750,930,1300,1700,2300,2800,2800,1659,10,54,208.41933388788422,2.2749620000013238,2811.6248889999724,3009.4080771549125
1781558721,100,,Aggregated,49.500000,0.400000,54,110,200,300,730,920,1300,1700,2300,2800,2800,1707,10,54,204.36142929642622,2.2749620000013238,2811.6248889999724,2997.5805506736965
1781558722,100,,Aggregated,49.500000,0.400000,52,110,200,290,700,910,1300,1700,2300,2800,2800,1756,11,52,200.3083836099086,2.2749620000013238,2811.6248889999724,2993.5643507972663
1781558723,100,,Aggregated,49.500000,0.400000,51,100,190,280,690,910,1300,1700,2300,2800,2800,1802,11,51,196.00761093063227,2.2749620000013238,2811.6248889999724,3000.5688124306325
1781558724,100,,Aggregated,49.200000,0.300000,51,100,180,270,680,900,1300,1700,2300,2800,2800,1853,12,51,192.82208851807871,2.2749620000013238,2811.6248889999724,2987.867242309768
1781558725,100,,Aggregated,49.500000,0.300000,50,100,170,260,670,890,1300,1700,2300,2800,2800,1905,13,50,188.40291136482915,2.2749620000013238,2811.6248889999724,3000.743307086614
1781558726,100,,Aggregated,49.400000,0.400000,50,99,160,250,660,890,1300,1700,2300,2800,2800,1949,13,50,185.2465605890197,2.170535999994172,2811.6248889999724,2998.6926629040536
1781558727,100,,Aggregated,48.900000,0.500000,49,96,160,240,650,880,1300,1700,2300,2800,2800,1996,14,49,181.67384576553061,2.170535999994172,2811.6248889999724,3007.5445891783565
1781558728,100,,Aggregated,49.800000,0.500000,50,100,160,230,640,870,1200,1700,2000,2800,2800,2049,15,50,180.39649629721757,2.170535999994172,2811.6248889999724,2997.1717911176183
1781558729,100,,Aggregated,48.300000,0.400000,50,99,160,220,640,860,1200,1700,2000,2800,2800,2098,17,50,177.93260549570962,2.170535999994172,2811.6248889999724,2998.8965681601526
1781558730,100,,Aggregated,49.300000,0.400000,48,96,150,210,600,840,1200,1700,2000,2800,2800,2148,17,48,174.1854915498131,2.170535999994172,2811.6248889999724,3016.038640595903
1781558731,100,,Aggregated,48.300000,0.500000,48,96,150,210,570,840,1200,1700,2000,2800,2800,2196,18,48,171.56375282923403,2.170535999994172,2811.6248889999724,3036.1161202185795
1781558732,100,,Aggregated,49.500000,0.700000,48,96,150,200,560,830,1200,1700,2000,2800,2800,2240,18,48,169.88766715401707,2.170535999994172,2811.6248889999724,3048.9598214285716
1781558733,100,,Aggregated,49.200000,0.800000,49,100,160,210,560,830,1200,1700,2000,2800,2800,2293,18,49,171.10070205712975,2.170535999994172,2811.6248889999724,3045.8264282599216
1781558734,100,,Aggregated,48.400000,0.800000,50,100,160,220,550,820,1100,1700,2000,2800,2800,2341,19,50,170.3118281319943,2.170535999994172,2811.6248889999724,3035.8880820162326
1781558735,100,,Aggregated,48.500000,0.700000,48,98,160,210,530,820,1100,1700,2000,2800,2800,2391,19,48,167.35649541154274,2.0307040000488996,2811.6248889999724,3055.4546214972816
1781558736,100,,Aggregated,48.800000,0.700000,48,96,150,200,500,810,1100,1600,2000,2800,2800,2443,19,48,164.7117873794509,2.0307040000488996,2811.6248889999724,3065.6361031518622
1781558737,100,,Aggregated,48.600000,0.600000,47,93,150,200,490,810,1100,1600,2000,2800,2800,2487,19,47,162.22220219461124,2.0307040000488996,2811.6248889999724,3079.4728588661037
1781558738,100,,Aggregated,48.500000,0.600000,46,92,140,200,490,800,1000,1600,2000,2800,2800,2543,19,46,159.92646085843424,2.0307040000488996,2811.6248889999724,3085.7963035784505
1781558739,100,,Aggregated,49.000000,0.600000,46,89,140,190,480,800,1000,1600,2000,2800,2800,2590,20,45,157.6376852571422,2.0307040000488996,2811.6248889999724,3094.503861003861
